input1,input2,output
22703,24962,21831
24962,21831,21831
21831,21831,21070
21831,21070,13402
21070,13402,12883
13402,12883,12772
12883,12772,14315
12772,14315,14919
14315,14919,13152
14919,13152,11497
13152,11497,8947
11497,8947,11083
8947,11083,8421
11083,8421,9439
8421,9439,9433
9439,9433,12280
9433,12280,13219
12280,13219,15579
13219,15579,20131
15579,20131,27479
20131,27479,27367
27479,27367,28541
27367,28541,26327
28541,26327,27579
26327,27579,18778
27579,18778,19840
18778,19840,18923
19840,18923,15031
18923,15031,15679
15031,15679,13802
15679,13802,6866
13802,6866,13286
6866,13286,16071
13286,16071,13487
16071,13487,11899
13487,11899,11843
11899,11843,7370
11843,7370,9629
7370,9629,10915
9629,10915,6061
10915,6061,1576
6061,1576,3657
1576,3657,1632
3657,1632,2695
1632,2695,2505
2695,2505,3075
2505,3075,3131
3075,3131,5256
3131,5256,5234
5256,5234,4529
5234,4529,4742
4529,4742,8354
4742,8354,5715
8354,5715,9341
5715,9341,3422
9341,3422,3344
3422,3344,6676
3344,6676,6441
6676,6441,8812
6441,8812,5860
8812,5860,6665
5860,6665,6430
6665,6430,6553
6430,6553,7303
6553,7303,5927
7303,5927,6866
5927,6866,4294
6866,4294,5480
4294,5480,7616
5480,7616,6598
7616,6598,5032
6598,5032,6184
5032,6184,5278
6184,5278,4809
5278,4809,5066
4809,5066,6430
5066,6430,6274
6430,6274,5860
6274,5860,7963
5860,7963,5524
7963,5524,2516
5524,2516,1767
2516,1767,2415
1767,2415,3690
2415,3690,3690
3690,3690,4048
3690,4048,3097
4048,3097,2069
3097,2069,1431
2069,1431,3086
1431,3086,3209
3086,3209,2598
3209,2598,1319
2598,1319,1755
1319,1755,2650
1755,2650,2337
2650,2337,1789
2337,1789,3828
1789,3828,3960
3828,3960,1856
3960,1856,2058
1856,2058,4618
2058,4618,3321
4618,3321,2550
3321,2550,6240
2550,6240,548
6240,548,2113
548,2113,3008
2113,3008,5860
3008,5860,4362
5860,4362,1599
4362,1599,2359
1599,2359,4909
2359,4909,2382
4909,2382,1834
2382,1834,5893
1834,5893,7996
5893,7996,5603
7996,5603,5111
5603,5111,5972
5111,5972,7180
5972,7180,3321
7180,3321,7224
3321,7224,4082
7224,4082,2181
4082,2181,1677
2181,1677,3209
1677,3209,4171
3209,4171,2952
4171,2952,3892
2952,3892,6654
3892,6654,3757
6654,3757,3970
3757,3970,5737
3970,5737,5826
5737,5826,4261
5826,4261,6061
4261,6061,7359
6061,7359,7951
7359,7951,4909
7951,4909,8231
4909,8231,8835
8231,8835,3970
8835,3970,6911
3970,6911,6643
6911,6643,5323
6643,5323,3925
5323,3925,4730
3925,4730,4563
4730,4563,2538
4563,2538,3981
2538,3981,6553
3981,6553,7538
6553,7538,4876
7538,4876,4003
4876,4003,4641
4003,4641,5055
4641,5055,3165
5055,3165,3892
3165,3892,4194
3892,4194,1923
4194,1923,2415
1923,2415,3299
2415,3299,7013
3299,7013,5827
7013,5827,7772
5827,7772,4015
7772,4015,89
4015,89,2807
89,2807,3511
2807,3511,4238
3511,4238,3992
4238,3992,4641
3992,4641,5625
4641,5625,6397
5625,6397,5759
6397,5759,6419
5759,6419,5804
6419,5804,5491
5804,5491,10703
5491,10703,10703
10703,10703,11038
10703,11038,6799
11038,6799,9774
6799,9774,9819
9774,9819,8958
9819,8958,4943
8958,4943,7504
4943,7504,4976
7504,4976,3735
4976,3735,3511
3735,3511,7124
3511,7124,5200
7124,5200,1163
5200,1163,1789
1163,1789,771
1789,771,3601
771,3601,2326
3601,2326,369
2326,369,0
369,0,5502
0,5502,4686
5502,4686,4361
4686,4361,5659
4361,5659,6967
5659,6967,7571
6967,7571,7113
7571,7113,3713
7113,3713,4015
3713,4015,1957
4015,1957,615
1957,615,5043
615,5043,3836
5043,3836,6934
3836,6934,3724
6934,3724,6296
3724,6296,4070
6296,4070,4797
4070,4797,3366
4797,3366,4518
3366,4518,2505
4518,2505,2460
2505,2460,2438
2460,2438,2371
2438,2371,1610
2371,1610,2203
1610,2203,2807
2203,2807,4876
2807,4876,7370
4876,7370,5178
7370,5178,7303
5178,7303,9651
7303,9651,13107
9651,13107,13308
13107,13308,13253
13308,13253,13185
13253,13185,5838
13185,5838,9182
5838,9182,8589
9182,8589,8589
8589,8589,4574
8589,4574,3992
4574,3992,5558
3992,5558,6609
5558,6609,5547
6609,5547,4138
5547,4138,5636
4138,5636,4854
5636,4854,7248
4854,7248,7756
7248,7756,5609
7756,5609,4015
5609,4015,7057
4015,7057,5976
7057,5976,5099
5976,5099,3925
5099,3925,6050
3925,6050,6072
6050,6072,4898
6072,4898,2930
4898,2930,2874
2930,2874,2315
2874,2315,5099
2315,5099,3634
5099,3634,1129
3634,1129,1565
1129,1565,5513
1565,5513,4104
5513,4104,4786
4104,4786,6229
4786,6229,10322
6229,10322,12526
10322,12526,9953
12526,9953,8678
9953,8678,7135
8678,7135,7236
7135,7236,6967
7236,6967,4305
6967,4305,2907
4305,2907,3847
2907,3847,4551
3847,4551,3623
4551,3623,3332
3623,3332,4697
3332,4697,6743
4697,6743,5043
6743,5043,6743
5043,6743,6632
6743,6632,4227
6632,4227,4999
4227,4999,8332
4999,8332,11910
8332,11910,9562
11910,9562,9361
9562,9361,11362
9361,11362,11586
11362,11586,9372
11586,9372,10904
9372,10904,11407
10904,11407,11184
11407,11184,11295
11184,11295,9595
11295,9595,10691
9595,10691,10222
10691,10222,7784
10222,7784,6387
7784,6387,6655
6387,6655,5527
6655,5527,4401
5527,4401,4943
4401,4943,5055
4943,5055,5043
5055,5043,4484
5043,4484,3008
4484,3008,4149
3008,4149,3735
4149,3735,1755
3735,1755,3511
1755,3511,2124
3511,2124,2538
2124,2538,4194
2538,4194,6307
4194,6307,5111
6307,5111,5457
5111,5457,4574
5457,4574,4115
4574,4115,4115
4115,4115,4093
4115,4093,3053
4093,3053,5032
3053,5032,8801
5032,8801,6732
8801,6732,6934
6732,6934,7728
6934,7728,12805
7728,12805,11709
12805,11709,15903
11709,15903,16339
15903,16339,17625
16339,17625,15478
17625,15478,15512
15478,15512,16082
15512,16082,15601
16082,15601,17200
15601,17200,16608
17200,16608,9517
16608,9517,6911
9517,6911,11
6911,11,0
11,0,11
0,11,2013
11,2013,1453
2013,1453,0
1453,0,0
0,0,33
0,33,1599
33,1599,8164
1599,8164,11508
8164,11508,9103
11508,9103,11910
9103,11910,14226
11910,14226,14695
14226,14695,10255
14695,10255,13890
10255,13890,13745
13890,13745,13995
13745,13995,15310
13995,15310,15266
15310,15266,10658
15266,10658,12257
10658,12257,6151
12257,6151,14248
6151,14248,10322
14248,10322,6207
10322,6207,13085
6207,13085,6766
13085,6766,15478
6766,15478,15646
15478,15646,13968
15646,13968,10177
13968,10177,12335
10177,12335,12951
12335,12951,11541
12951,11541,13219
11541,13219,10804
13219,10804,8365
10804,8365,7258
8365,7258,8936
7258,8936,8544
8936,8544,6688
8544,6688,7191
6688,7191,6084
7191,6084,4976
6084,4976,3780
4976,3780,2001
3780,2001,6889
2001,6889,8365
6889,8365,6743
8365,6743,8332
6743,8332,7291
8332,7291,5838
7291,5838,5099
5838,5099,3478
5099,3478,4003
3478,4003,1677
4003,1677,1353
1677,1353,1778
1353,1778,3545
1778,3545,5010
3545,5010,3791
5010,3791,3623
3791,3623,3892
3623,3892,2784
3892,2784,2527
2784,2527,3634
2527,3634,2538
3634,2538,3142
2538,3142,3612
3142,3612,3332
3612,3332,5088
3332,5088,5770
5088,5770,5938
5770,5938,5916
5938,5916,5547
5916,5547,5222
5547,5222,5122
5222,5122,4194
5122,4194,4126
4194,4126,5569
4126,5569,5390
5569,5390,5167
5390,5167,5636
5167,5636,3690
5636,3690,3321
3690,3321,2426
3321,2426,11519
2426,11519,7403
11519,7403,7403
7403,7403,6039
7403,6039,6028
6039,6028,6587
6028,6587,6721
6587,6721,4272
6721,4272,4909
4272,4909,5681
4909,5681,5099
5681,5099,3053
5099,3053,1431
3053,1431,738
1431,738,7113
738,7113,7034
7113,7034,3824
7034,3824,2628
3824,2628,4361
2628,4361,4317
4361,4317,3880
4317,3880,3690
3880,3690,3701
3690,3701,3198
3701,3198,1017
3198,1017,1968
1017,1968,6441
1968,6441,4261
6441,4261,3321
4261,3321,4820
3321,4820,3914
4820,3914,738
3914,738,55
738,55,67
55,67,55
67,55,67
55,67,44
67,44,7839
44,7839,7672
7839,7672,11
7672,11,8388
11,8388,11989
8388,11989,12682
11989,12682,12548
12682,12548,13789
12548,13789,14349
13789,14349,15478
14349,15478,14281
15478,14281,14035
14281,14035,12895
14035,12895,14539
12895,14539,12407
14539,12407,15
12407,15,0
15,0,9832
0,9832,9640
9832,9640,15825
9640,15825,14740
15825,14740,15713
14740,15713,14237
15713,14237,15008
14237,15008,15031
15008,15031,8544
15031,8544,3623
8544,3623,3657
3623,3657,4406
3657,4406,11273
4406,11273,8108
11273,8108,4686
8108,4686,4249
4686,4249,3220
4249,3220,5077
3220,5077,7761
5077,7761,8544
7761,8544,8846
8544,8846,9215
8846,9215,7694
9215,7694,4216
7694,4216,5413
4216,5413,6128
5413,6128,5715
6128,5715,5368
5715,5368,5491
5368,5491,4663
5491,4663,6229
4663,6229,5256
6229,5256,4272
5256,4272,5838
4272,5838,6588
5838,6588,4585
6588,4585,4630
4585,4630,3981
4630,3981,5245
3981,5245,6855
5245,6855,6173
6855,6173,5491
6173,5491,5256
5491,5256,5222
5256,5222,5088
5222,5088,3769
5088,3769,3567
3769,3567,3612
3567,3612,4216
3612,4216,4507
4216,4507,1498
4507,1498,961
1498,961,4775
961,4775,6799
4775,6799,8164
6799,8164,8947
8164,8947,3724
8947,3724,3701
3724,3701,2292
3701,2292,3153
2292,3153,3824
3153,3824,3411
3824,3411,3019
3411,3019,8086
3019,8086,9562
8086,9562,10792
9562,10792,10143
10792,10143,9763
10143,9763,9305
9763,9305,7940
9305,7940,8007
7940,8007,7841
8007,7841,9244
7841,9244,7617
9244,7617,8060
7617,8060,7705
8060,7705,7817
7705,7817,7649
7817,7649,7560
7649,7560,7202
7560,7202,7616
7202,7616,7224
7616,7224,7728
7224,7728,8063
7728,8063,8432
8063,8432,8276
8432,8276,9210
8276,9210,9071
9210,9071,9293
9071,9293,8186
9293,8186,9987
8186,9987,7694
9987,7694,7168
7694,7168,5916
7168,5916,6207
5916,6207,5200
6207,5200,3008
5200,3008,1767
3008,1767,2102
1767,2102,1386
2102,1386,1207
1386,1207,3701
1207,3701,6397
3701,6397,3411
6397,3411,3534
3411,3534,5155
3534,5155,2516
5155,2516,2371
2516,2371,4786
2371,4786,3780
4786,3780,3534
3780,3534,4730
3534,4730,4339
4730,4339,0
4339,0,0
0,0,1140
0,1140,6643
1140,6643,3567
6643,3567,1755
3567,1755,4194
1755,4194,4194
4194,4194,6967
4194,6967,4361
6967,4361,3019
4361,3019,3165
3019,3165,3802
3165,3802,4932
3802,4932,3355
4932,3355,3724
3355,3724,5983
3724,5983,5540
5983,5540,5010
5540,5010,6945
5010,6945,8276
6945,8276,10568
8276,10568,7761
10568,7761,13208
7761,13208,13901
13208,13901,15534
13901,15534,9752
15534,9752,14427
9752,14427,16306
14427,16306,13040
16306,13040,10814
13040,10814,12391
10814,12391,13342
12391,13342,9662
13342,9662,10535
9662,10535,11329
10535,11329,9909
11329,9909,6520
9909,6520,4719
6520,4719,6688
4719,6688,5949
6688,5949,8857
5949,8857,9607
8857,9607,9405
9607,9405,9394
9405,9394,6207
9394,6207,4909
6207,4909,5099
4909,5099,4999
5099,4999,4909
4999,4909,8421
4909,8421,3332
8421,3332,3399
3332,3399,3869
3399,3869,4070
3869,4070,5144
4070,5144,4943
5144,4943,6263
4943,6263,5670
6263,5670,6956
5670,6956,9461
6956,9461,7370
9461,7370,8343
7370,8343,9674
8343,9674,4674
9674,4674,2561
4674,2561,2930
2561,2930,4149
2930,4149,6229
4149,6229,4753
6229,4753,3690
4753,3690,4730
3690,4730,5122
4730,5122,5122
5122,5122,6061
5122,6061,1722
6061,1722,11
1722,11,0
11,0,1
0,1,1632
1,1632,2426
1632,2426,2717
2426,2717,3153
2717,3153,1420
3153,1420,1263
1420,1263,1912
1263,1912,1923
1912,1923,1263
1923,1263,1151
1263,1151,1599
1151,1599,1632
1599,1632,928
1632,928,1353
928,1353,883
1353,883,212
883,212,0
212,0,1073
0,1073,849
1073,849,424
849,424,1811
424,1811,2069
1811,2069,3947
2069,3947,4809
3947,4809,4563
4809,4563,2069
4563,2069,2069
2069,2069,2885
2069,2885,0
2885,0,0
0,0,0
0,0,2180
0,2180,2069
2180,2069,1890
2069,1890,782
1890,782,1353
782,1353,940
1353,940,761
940,761,872
761,872,2193
872,2193,4753
2193,4753,4048
4753,4048,4205
4048,4205,2124
4205,2124,950
2124,950,827
950,827,1632
827,1632,2494
1632,2494,2359
2494,2359,1453
2359,1453,995
1453,995,1532
995,1532,1073
1532,1073,2046
1073,2046,2326
2046,2326,2572
2326,2572,2517
2572,2517,2997
2517,2997,2829
2997,2829,2829
2829,2829,2986
2829,2986,3970
2986,3970,4272
3970,4272,3634
4272,3634,4976
3634,4976,5390
4976,5390,5435
5390,5435,3947
5435,3947,3064
3947,3064,2382
3064,2382,4384
2382,4384,2751
4384,2751,2661
2751,2661,2225
2661,2225,3276
2225,3276,1476
3276,1476,1655
1476,1655,1554
1655,1554,1286
1554,1286,816
1286,816,492
816,492,301
492,301,279
301,279,134
279,134,838
134,838,2147
838,2147,1811
2147,1811,1811
1811,1811,2907
1811,2907,2796
2907,2796,3299
2796,3299,3746
3299,3746,2583
3746,2583,2896
2583,2896,2818
2896,2818,2952
2818,2952,3232
2952,3232,2773
3232,2773,2281
2773,2281,2124
2281,2124,3086
2124,3086,2236
3086,2236,3053
2236,3053,3053
3053,3053,2035
3053,2035,1890
2035,1890,2482
1890,2482,2628
2482,2628,2359
2628,2359,2684
2359,2684,3075
2684,3075,3097
3075,3097,2885
3097,2885,3109
2885,3109,2851
3109,2851,2404
2851,2404,1711
2404,1711,704
1711,704,436
704,436,1017
436,1017,346
1017,346,301
346,301,100
301,100,0
100,0,0
0,0,0
0,0,257
0,257,492
257,492,279
492,279,145
279,145,950
145,950,33
950,33,167
33,167,1017
167,1017,715
1017,715,234
715,234,290
234,290,1811
290,1811,1185
1811,1185,3153
1185,3153,3880
3153,3880,3042
3880,3042,480
3042,480,1420
480,1420,402
1420,402,528
402,528,838
528,838,44
838,44,1699
44,1699,5167
1699,5167,5111
5167,5111,6363
5111,6363,4607
6363,4607,7985
4607,7985,7515
7985,7515,1230
7515,1230,3444
1230,3444,4943
3444,4943,5290
4943,5290,4003
5290,4003,6811
4003,6811,10266
6811,10266,12481
10266,12481,10826
12481,10826,13085
10826,13085,10960
13085,10960,4507
10960,4507,6285
4507,6285,4372
6285,4372,1241
4372,1241,134
1241,134,2393
134,2393,2092
2393,2092,3433
2092,3433,3690
3433,3690,3746
3690,3746,2840
3746,2840,3858
2840,3858,3713
3858,3713,3030
3713,3030,3657
3030,3657,3299
3657,3299,4719
3299,4719,4574
4719,4574,2371
4574,2371,2549
2371,2549,4473
2549,4473,3802
4473,3802,2784
3802,2784,2997
2784,2997,1655
2997,1655,1934
1655,1934,760
1934,760,123
760,123,369
123,369,782
369,782,548
782,548,559
548,559,1330
559,1330,1912
1330,1912,2617
1912,2617,1308
2617,1308,1476
1308,1476,1666
1476,1666,2292
1666,2292,2426
2292,2426,2672
2426,2672,2281
2672,2281,2449
2281,2449,2572
2449,2572,2807
2572,2807,2717
2807,2717,3388
2717,3388,3019
3388,3019,2337
3019,2337,1822
2337,1822,950
1822,950,592
950,592,2192
592,2192,3220
2192,3220,2773
3220,2773,1901
2773,1901,1196
1901,1196,3757
1196,3757,2941
3757,2941,771
2941,771,391
771,391,827
391,827,1409
827,1409,324
1409,324,1297
324,1297,2035
1297,2035,2236
2035,2236,3892
2236,3892,3545
3892,3545,3053
3545,3053,3019
3053,3019,2371
3019,2371,1644
2371,1644,1688
1644,1688,1465
1688,1465,3556
1465,3556,3813
3556,3813,5021
3813,5021,3366
5021,3366,2192
3366,2192,883
2192,883,0
883,0,626
0,626,2024
626,2024,2091
2024,2091,2494
2091,2494,1957
2494,1957,2661
1957,2661,1878
2661,1878,2426
1878,2426,2684
2426,2684,1621
2684,1621,1029
1621,1029,2102
1029,2102,1722
2102,1722,3489
1722,3489,4372
3489,4372,4563
4372,4563,4618
4563,4618,2740
4618,2740,4842
2740,4842,2930
4842,2930,3903
2930,3903,3970
3903,3970,3433
3970,3433,3802
3433,3802,4361
3802,4361,3690
4361,3690,2952
3690,2952,2147
2952,2147,3064
2147,3064,6922
3064,6922,8779
6922,8779,6072
8779,6072,5592
6072,5592,7001
5592,7001,6620
7001,6620,3578
6620,3578,3936
3578,3936,4708
3936,4708,5401
4708,5401,5055
5401,5055,4876
5055,4876,4238
4876,4238,4272
4238,4272,5357
4272,5357,4909
5357,4909,4574
4909,4574,3377
4574,3377,3947
3377,3947,4630
3947,4630,4317
4630,4317,3925
4317,3925,4674
3925,4674,3198
4674,3198,3209
3198,3209,3332
3209,3332,3388
3332,3388,3276
3388,3276,3567
3276,3567,4384
3567,4384,6945
4384,6945,6475
6945,6475,5994
6475,5994,7392
5994,7392,6397
7392,6397,4540
6397,4540,5547
4540,5547,5055
5547,5055,5323
5055,5323,7258
5323,7258,8723
7258,8723,8689
8723,8689,6173
8689,6173,5826
6173,5826,9148
5826,9148,7034
9148,7034,7034
7034,7034,3735
7034,3735,2549
3735,2549,1521
2549,1521,1755
1521,1755,2930
1755,2930,2628
2930,2628,1576
2628,1576,2639
1576,2639,1632
2639,1632,2169
1632,2169,2371
2169,2371,2091
2371,2091,2069
2091,2069,1867
2069,1867,4070
1867,4070,1565
4070,1565,1912
1565,1912,1789
1912,1789,1274
1789,1274,1051
1274,1051,2102
1051,2102,872
2102,872,861
872,861,1800
861,1800,1968
1800,1968,1140
1968,1140,861
1140,861,1342
861,1342,771
1342,771,1073
771,1073,1722
1073,1722,1163
1722,1163,1712
1163,1712,2359
1712,2359,2695
2359,2695,4294
2695,4294,2650
4294,2650,1778
2650,1778,2147
1778,2147,1744
2147,1744,2247
1744,2247,2214
2247,2214,1666
2214,1666,1722
1666,1722,1744
1722,1744,1902
1744,1902,1867
1902,1867,1801
1867,1801,1845
1801,1845,2057
1845,2057,2393
2057,2393,2091
2393,2091,1856
2091,1856,3858
1856,3858,3992
3858,3992,3265
3992,3265,2796
3265,2796,1755
2796,1755,2192
1755,2192,2147
2192,2147,1565
2147,1565,1599
1565,1599,2728
1599,2728,3511
2728,3511,3321
3511,3321,3500
3321,3500,1699
3500,1699,1670
1699,1670,2259
1670,2259,1957
2259,1957,2952
1957,2952,2247
2952,2247,3847
2247,3847,3612
3847,3612,3500
3612,3500,3489
3500,3489,4037
3489,4037,4093
4037,4093,4976
4093,4976,5536
4976,5536,5379
5536,5379,5290
5379,5290,5849
5290,5849,5882
5849,5882,4719
5882,4719,4663
4719,4663,4473
4663,4473,5547
4473,5547,5793
5547,5793,4171
5793,4171,5614
4171,5614,5446
5614,5446,4507
5446,4507,4976
4507,4976,4842
4976,4842,6990
4842,6990,7504
6990,7504,5659
7504,5659,5189
5659,5189,4708
5189,4708,5593
4708,5593,4295
5593,4295,3535
4295,3535,2980
3535,2980,3199
2980,3199,3188
3199,3188,2535
3188,2535,4049
2535,4049,4429
4049,4429,5563
4429,5563,6030
5563,6030,2959
6030,2959,2851
2959,2851,2460
2851,2460,6039
2460,6039,7336
6039,7336,6587
7336,6587,4976
6587,4976,5468
4976,5468,2684
5468,2684,2695
2684,2695,2762
2695,2762,3534
2762,3534,4596
3534,4596,3992
4596,3992,0
3992,0,3097
0,3097,4596
3097,4596,3243
4596,3243,4026
3243,4026,5513
4026,5513,2907
5513,2907,3265
2907,3265,3858
3265,3858,2840
3858,2840,3802
2840,3802,2639
3802,2639,2583
2639,2583,4943
2583,4943,2628
4943,2628,2583
2628,2583,3858
2583,3858,5345
3858,5345,3590
5345,3590,2617
3590,2617,3377
2617,3377,6497
3377,6497,8421
6497,8421,5983
8421,5983,5692
5983,5692,2549
5692,2549,5726
2549,5726,4339
5726,4339,4753
4339,4753,8075
4753,8075,10848
8075,10848,9953
10848,9953,11597
9953,11597,7538
11597,7538,6084
7538,6084,4663
6084,4663,3802
4663,3802,3086
3802,3086,3243
3086,3243,6039
3243,6039,5536
6039,5536,5111
5536,5111,5703
5111,5703,7493
5703,7493,7895
7493,7895,5256
7895,5256,5916
5256,5916,6419
5916,6419,7336
6419,7336,4182
7336,4182,3836
4182,3836,5994
3836,5994,4003
5994,4003,4059
4003,4059,3668
4059,3668,1767
3668,1767,1532
1767,1532,1532
1532,1532,3355
1532,3355,2796
3355,2796,2773
2796,2773,1677
2773,1677,1286
1677,1286,1644
1286,1644,939
1644,939,2359
939,2359,4831
2359,4831,4283
4831,4283,2046
4283,2046,2661
2046,2661,2415
2661,2415,2818
2415,2818,1576
2818,1576,1207
1576,1207,2650
1207,2650,2404
2650,2404,1800
2404,1800,1532
1800,1532,1476
1532,1476,1140
1476,1140,1711
1140,1711,782
1711,782,984
782,984,1185
984,1185,536
1185,536,447
536,447,44
447,44,11
44,11,2393
11,2393,1386
2393,1386,1219
1386,1219,928
1219,928,1174
928,1174,1453
1174,1453,1241
1453,1241,1565
1241,1565,1465
1565,1465,1118
1465,1118,1789
1118,1789,1744
1789,1744,3824
1744,3824,3116
3824,3116,2214
3116,2214,2214
2214,2214,2192
2214,2192,2639
2192,2639,2740
2639,2740,2393
2740,2393,2807
2393,2807,4831
2807,4831,5838
4831,5838,5893
5838,5893,5413
5893,5413,2930
5413,2930,3713
2930,3713,3545
3713,3545,3780
3545,3780,3377
3780,3377,3690
3377,3690,5099
3690,5099,5043
5099,5043,3802
5043,3802,3265
3802,3265,3422
3265,3422,3433
3422,3433,3646
3433,3646,3914
3646,3914,5994
3914,5994,5155
5994,5155,3735
5155,3735,3780
3735,3780,4876
3780,4876,5133
4876,5133,5189
5133,5189,3455
5189,3455,3690
3455,3690,2303
3690,2303,1319
2303,1319,626
1319,626,2292
626,2292,2674
2292,2674,2124
2674,2124,2315
2124,2315,1856
2315,1856,2001
1856,2001,1252
2001,1252,2359
1252,2359,2695
2359,2695,3019
2695,3019,3176
3019,3176,2930
3176,2930,2986
2930,2986,3288
2986,3288,2997
3288,2997,2784
2997,2784,2796
2784,2796,3522
2796,3522,3142
3522,3142,3679
3142,3679,3668
3679,3668,4473
3668,4473,2348
4473,2348,2147
2348,2147,3869
2147,3869,3947
3869,3947,2717
3947,2717,3970
2717,3970,3981
3970,3981,4395
3981,4395,2784
4395,2784,3892
2784,3892,3556
3892,3556,3556
3556,3556,4104
3556,4104,4082
4104,4082,4026
4082,4026,3433
4026,3433,1946
3433,1946,2124
1946,2124,4563
2124,4563,3634
4563,3634,3153
3634,3153,3478
3153,3478,3668
3478,3668,4026
3668,4026,4518
4026,4518,3209
4518,3209,2482
3209,2482,4048
2482,4048,3500
4048,3500,3567
3500,3567,2874
3567,2874,2471
2874,2471,1308
2471,1308,1442
1308,1442,1498
1442,1498,592
1498,592,536
592,536,738
536,738,671
738,671,715
671,715,816
715,816,995
816,995,570
995,570,492
570,492,1140
492,1140,917
1140,917,447
917,447,268
447,268,190
268,190,100
190,100,290
100,290,246
290,246,413
246,413,324
413,324,424
324,424,603
424,603,1588
603,1588,1979
1588,1979,2001
1979,2001,1498
2001,1498,1364
1498,1364,1554
1364,1554,1957
1554,1957,1957
1957,1957,2069
1957,2069,2136
2069,2136,1990
2136,1990,2057
1990,2057,2113
2057,2113,2236
2113,2236,2001
2236,2001,1845
2001,1845,1610
1845,1610,1509
1610,1509,1274
1509,1274,1062
1274,1062,894
1062,894,782
894,782,570
782,570,682
570,682,1990
682,1990,2180
1990,2180,615
2180,615,313
615,313,1185
313,1185,849
1185,849,715
849,715,1062
715,1062,570
1062,570,67
570,67,67
67,67,123
67,123,369
123,369,313
369,313,659
313,659,592
659,592,626
592,626,1533
626,1533,0
1533,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,7806
0,7806,7998
7806,7998,10613
7998,10613,8041
10613,8041,11060
8041,11060,10814
11060,10814,10434
10814,10434,10434
10434,10434,8186
10434,8186,9584
8186,9584,9853
9584,9853,10490
9853,10490,8812
10490,8812,7247
8812,7247,7627
7247,7627,8824
7627,8824,10244
8824,10244,7851
10244,7851,10199
7851,10199,10535
10199,10535,9327
10535,9327,10233
9327,10233,5111
10233,5111,5200
5111,5200,7247
5200,7247,9819
7247,9819,5580
9819,5580,5748
5580,5748,4988
5748,4988,6632
4988,6632,5021
6632,5021,6497
5021,6497,6184
6497,6184,7236
6184,7236,6173
7236,6173,8511
6173,8511,8980
8511,8980,7023
8980,7023,9114
7023,9114,8991
9114,8991,6184
8991,6184,5222
6184,5222,6799
5222,6799,5021
6799,5021,5245
5021,5245,1398
5245,1398,2057
1398,2057,2449
2057,2449,2024
2449,2024,3567
2024,3567,4115
3567,4115,1431
4115,1431,559
1431,559,391
559,391,1308
391,1308,2046
1308,2046,4428
2046,4428,4328
4428,4328,1856
4328,1856,1476
1856,1476,11
1476,11,1084
11,1084,1554
1084,1554,1319
1554,1319,1498
1319,1498,704
1498,704,167
704,167,156
167,156,33
156,33,22
33,22,145
22,145,33
145,33,1096
33,1096,3310
1096,3310,3142
3310,3142,3467
3142,3467,3925
3467,3925,3914
3925,3914,1644
3914,1644,0
1644,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,44
0,44,5949
44,5949,6095
5949,6095,5077
6095,5077,3668
5077,3668,1398
3668,1398,1286
1398,1286,1811
1286,1811,1722
1811,1722,1196
1722,1196,1342
1196,1342,1420
1342,1420,1901
1420,1901,1800
1901,1800,995
1800,995,1040
995,1040,1767
1040,1767,3735
1767,3735,1051
3735,1051,2438
1051,2438,995
2438,995,1565
995,1565,55
1565,55,67
55,67,67
67,67,67
67,67,55
67,55,44
55,44,3780
44,3780,5905
3780,5905,10859
5905,10859,4920
10859,4920,5066
4920,5066,3903
5066,3903,4003
3903,4003,1767
4003,1767,1744
1767,1744,2158
1744,2158,2158
2158,2158,1711
2158,1711,5536
1711,5536,7504
5536,7504,4932
7504,4932,2874
4932,2874,4149
2874,4149,3388
4149,3388,1699
3388,1699,2617
1699,2617,3869
2617,3869,3265
3869,3265,3791
3265,3791,4764
3791,4764,3075
4764,3075,4652
3075,4652,5345
4652,5345,4753
5345,4753,3332
4753,3332,5301
3332,5301,5424
5301,5424,3724
5424,3724,3086
3724,3086,2561
3086,2561,5524
2561,5524,4451
5524,4451,4887
4451,4887,4261
4887,4261,3030
4261,3030,1431
3030,1431,2225
1431,2225,4227
2225,4227,1163
4227,1163,190
1163,190,4618
190,4618,5211
4618,5211,6520
5211,6520,6341
6520,6341,4115
6341,4115,5918
4115,5918,2483
5918,2483,2646
2483,2646,4463
2646,4463,3590
4463,3590,4395
3590,4395,4865
4395,4865,4003
4865,4003,3511
4003,3511,5032
3511,5032,5592
5032,5592,6296
5592,6296,6285
6296,6285,4607
6285,4607,6464
4607,6464,5435
6464,5435,7437
5435,7437,6576
7437,6576,8276
6576,8276,7426
8276,7426,7034
7426,7034,7034
7034,7034,7291
7034,7291,0
7291,0,0
0,0,0
0,0,0
0,0,5368
0,5368,3668
5368,3668,2024
3668,2024,1576
2024,1576,738
1576,738,536
738,536,794
536,794,1699
794,1699,3276
1699,3276,1811
3276,1811,3869
1811,3869,2639
3869,2639,1297
2639,1297,2225
1297,2225,4228
2225,4228,7291
4228,7291,7828
7291,7828,2069
7828,2069,2482
2069,2482,3097
2482,3097,2572
3097,2572,5122
2572,5122,7828
